"순번","노선명(도로명)","도로종류","도로기능","도로규모","도로폭","시도구도구분"
"1","가락로","일반도로","국지도로","소로2류","폭8-10m","구도"
"2","가락로11길","일반도로","국지도로","소로3류","폭6-8m","구도"
"3","가락로12길","일반도로","국지도로","소로2류","폭8-10m","구도"
"4","가락로13길","일반도로","국지도로","소로","6m미만","구도"
"5","가락로15길","일반도로","국지도로","소로","6m미만","구도"
"6","가락로16길","일반도로","국지도로","소로3류","폭6-8m","구도"
"7","가락로17길","일반도로","국지도로","소로","6m미만","구도"
"8","가락로18길","일반도로","국지도로","소로","6m미만","구도"
"9","가락로19길","일반도로","국지도로","소로","6m미만","구도"
"10","가락로2길","일반도로","국지도로","소로3류","폭6-8m","구도"
"11","가락로21길","일반도로","국지도로","소로","6m미만","구도"
"12","가락로23길","일반도로","국지도로","소로","6m미만","구도"
"13","가락로28길","일반도로","국지도로","소로3류","폭6-8m","구도"
"14","가락로3길","일반도로","국지도로","소로","6m미만","구도"
"15","가락로30길","일반도로","국지도로","소로","6m미만","구도"
"16","가락로31길","일반도로","국지도로","소로","6m미만","구도"
"17","가락로33길","일반도로","국지도로","소로","6m미만","구도"
"18","가락로34길","일반도로","국지도로","소로","6m미만","구도"
"19","가락로36길","일반도로","국지도로","소로","6m미만","구도"
"20","가락로37길","일반도로","국지도로","소로","6m미만","구도"
"21","가락로38길","일반도로","국지도로","소로","6m미만","구도"
"22","가락로39길","일반도로","국지도로","소로","6m미만","구도"
"23","가락로40길","일반도로","국지도로","소로","6m미만","구도"
"24","가락로42길","일반도로","국지도로","소로3류","폭6-8m","구도"
"25","가락로5길","일반도로","국지도로","소로3류","폭6-8m","구도"
"26","가락로6길","일반도로","국지도로","소로3류","폭6-8m","구도"
"27","가락로7길","일반도로","국지도로","소로3류","폭6-8m","구도"
"28","가락로9길","일반도로","국지도로","소로","6m미만","구도"
"29","가람길","일반도로","국지도로","소로2류","폭8-10m","구도"
"30","가래여울1길","일반도로","국지도로","소로3류","폭6-8m","구도"
"31","가래여울2길","일반도로","국지도로","소로3류","폭6-8m","구도"
"32","가래여울길","일반도로","국지도로","소로","6m미만","구도"
"33","가로공원로","일반도로","국지도로","중로1류","폭20-25m","구도"
"34","가로공원로55길","일반도로","국지도로","소로3류","폭6-8m","구도"
"35","가로공원로56길","일반도로","국지도로","소로","6m미만","구도"
"36","가로공원로58길","일반도로","국지도로","소로","6m미만","구도"
"37","가로공원로60가길","일반도로","국지도로","소로","6m미만","구도"
"38","가로공원로60길","일반도로","국지도로","소로","6m미만","구도"
"39","가로공원로61길","일반도로","국지도로","소로3류","폭6-8m","구도"
"40","가로공원로64길","일반도로","국지도로","소로","6m미만","구도"
"41","가로공원로66길","일반도로","국지도로","소로","6m미만","구도"
"42","가로공원로67길","일반도로","국지도로","소로","6m미만","구도"
"43","가로공원로69길","일반도로","국지도로","소로","6m미만","구도"
"44","가로공원로70길","일반도로","국지도로","소로3류","폭6-8m","구도"
"45","가로공원로71길","일반도로","국지도로","소로","6m미만","구도"
"46","가로공원로72길","일반도로","국지도로","소로","6m미만","구도"
"47","가로공원로74길","일반도로","국지도로","소로","6m미만","구도"
"48","가로공원로76가길","일반도로","국지도로","소로3류","폭6-8m","구도"
"49","가로공원로76길","일반도로","국지도로","소로3류","폭6-8m","구도"
"50","가로공원로77길","일반도로","국지도로","소로","6m미만","구도"
"51","가로공원로78가길","일반도로","국지도로","소로","6m미만","구도"
"52","가로공원로78길","일반도로","국지도로","소로","6m미만","구도"
"53","가로공원로80가길","일반도로","국지도로","소로","6m미만","구도"
"54","가로공원로80길","일반도로","국지도로","소로","6m미만","구도"
"55","가로공원로82길","일반도로","국지도로","소로","6m미만","구도"
"56","가로공원로84길","일반도로","국지도로","소로3류","폭6-8m","구도"
"57","가로공원로86길","일반도로","국지도로","소로","6m미만","구도"
"58","가로공원로88길","일반도로","국지도로","소로","6m미만","구도"
"59","가로공원로89길","일반도로","국지도로","소로","6m미만","구도"
"60","가로수길","일반도로","국지도로","소로2류","폭8-10m","구도"
"61","가리봉~독산선","일반도로","보조간선도로","중로1류","폭20-25m","특별시도"
"62","가리봉~신길선","일반도로","보조간선도로","대로2류","폭30-35m","특별시도"
"63","가마산로","일반도로","국지도로","중로2류","폭15-20m","구도"
"64","가마산로11길","일반도로","국지도로","소로","6m미만","구도"
"65","가마산로12가길","일반도로","국지도로","소로","6m미만","구도"
"66","가마산로12길","일반도로","국지도로","소로","6m미만","구도"
"67","가마산로15가길","일반도로","국지도로","소로","6m미만","구도"
"68","가마산로15길","일반도로","국지도로","소로","6m미만","구도"
"69","가마산로19길","일반도로","국지도로","소로","6m미만","구도"
"70","가마산로2길","일반도로","국지도로","소로","6m미만","구도"
"71","가마산로20가길","일반도로","국지도로","소로","6m미만","구도"
"72","가마산로20길","일반도로","국지도로","소로2류","폭8-10m","구도"
"73","가마산로20나길","일반도로","국지도로","소로","6m미만","구도"
"74","가마산로20다길","일반도로","국지도로","소로","6m미만","구도"
"75","가마산로20라길","일반도로","국지도로","소로","6m미만","구도"
"76","가마산로21길","일반도로","국지도로","소로","6m미만","구도"
"77","가마산로22길","일반도로","국지도로","소로","6m미만","구도"
"78","가마산로23길","일반도로","국지도로","소로1류","폭10-12m","구도"
"79","가마산로25길","일반도로","국지도로","소로2류","폭8-10m","구도"
"80","가마산로26길","일반도로","국지도로","소로","6m미만","구도"
"81","가마산로27길","일반도로","국지도로","소로2류","폭8-10m","구도"
"82","가마산로31길","일반도로","국지도로","소로2류","폭8-10m","구도"
"83","가마산로32가길","일반도로","국지도로","소로","6m미만","구도"
"84","가마산로32길","일반도로","국지도로","소로1류","폭10-12m","구도"
"85","가마산로34길","일반도로","국지도로","소로2류","폭8-10m","구도"
"86","가마산로4길","일반도로","국지도로","소로","6m미만","구도"
"87","가마산로41길","일반도로","국지도로","소로2류","폭8-10m","구도"
"88","가마산로45길","일반도로","국지도로","소로","6m미만","구도"
"89","가마산로46가길","일반도로","국지도로","소로2류","폭8-10m","구도"
"90","가마산로46길","일반도로","국지도로","소로2류","폭8-10m","구도"
"91","가마산로47길","일반도로","국지도로","소로2류","폭8-10m","구도"
"92","가마산로48길","일반도로","국지도로","소로2류","폭8-10m","구도"
"93","가마산로49길","일반도로","국지도로","소로2류","폭8-10m","구도"
"94","가마산로5가길","일반도로","국지도로","소로","6m미만","구도"
"95","가마산로5길","일반도로","국지도로","소로","6m미만","구도"
"96","가마산로50길","일반도로","국지도로","소로","6m미만","구도"
"97","가마산로51길","일반도로","국지도로","소로","6m미만","구도"
"98","가마산로54길","일반도로","국지도로","소로","6m미만","구도"
"99","가마산로56길","일반도로","국지도로","소로","6m미만","구도"
"100","가마산로61가길","일반도로","국지도로","소로3류","폭6-8m","구도"
"101","가마산로61길","일반도로","국지도로","소로","6m미만","구도"
"102","가마산로61나길","일반도로","국지도로","소로","6m미만","구도"
"103","가마산로61다길","일반도로","국지도로","소로3류","폭6-8m","구도"
"104","가마산로61라길","일반도로","국지도로","소로3류","폭6-8m","구도"
"105","가마산로63길","일반도로","국지도로","소로","6m미만","구도"
"106","가마산로65길","일반도로","국지도로","소로2류","폭8-10m","구도"
"107","가마산로67길","일반도로","국지도로","소로","6m미만","구도"
"108","가마산로69가길","일반도로","국지도로","소로","6m미만","구도"
"109","가마산로69길","일반도로","국지도로","소로","6m미만","구도"
"110","가마산로7길","일반도로","국지도로","소로","6m미만","구도"
"111","가마산로71길","일반도로","국지도로","소로","6m미만","구도"
"112","가마산로77길","일반도로","국지도로","소로","6m미만","구도"
"113","가마산로79가길","일반도로","국지도로","소로","6m미만","구도"
"114","가마산로79길","일반도로","국지도로","소로2류","폭8-10m","구도"
"115","가마산로88길","일반도로","국지도로","소로3류","폭6-8m","구도"
"116","가마산로89길","일반도로","국지도로","소로2류","폭8-10m","구도"
"117","가마산로9길","일반도로","국지도로","소로","6m미만","구도"
"118","가마산로90길","일반도로","국지도로","소로3류","폭6-8m","구도"
"119","가산디지털1로","일반도로","국지도로","중로1류","폭20-25m","구도"
"120","가산디지털2로","일반도로","국지도로","소로2류","폭8-10m","구도"
"121","가산로","일반도로","국지도로","소로1류","폭10-12m","구도"
"122","가산로3가길","일반도로","국지도로","소로","6m미만","구도"
"123","가산로3길","일반도로","국지도로","소로3류","폭6-8m","구도"
"124","가산로5길","일반도로","국지도로","소로3류","폭6-8m","구도"
"125","가산로7길","일반도로","국지도로","소로2류","폭8-10m","구도"
"126","가산로9길","일반도로","국지도로","소로2류","폭8-10m","구도"
"127","가양~현저선","일반도로","주간선도로","대로1류","폭35-40m","특별시도"
"128","가양대로","일반도로","국지도로","광로3류","폭40-50m","구도"
"129","가재울로","일반도로","국지도로","소로2류","폭8-10m","구도"
"130","가재울로10길","일반도로","국지도로","소로","6m미만","구도"
"131","가재울로12길","일반도로","국지도로","소로","6m미만","구도"
"132","가재울로14길","일반도로","국지도로","소로","6m미만","구도"
"133","가재울로2길","일반도로","국지도로","소로","6m미만","구도"
"134","가재울로2안길","일반도로","국지도로","소로","6m미만","구도"
"135","가재울로4길","일반도로","국지도로","소로3류","폭6-8m","구도"
"136","가재울로6길","일반도로","국지도로","소로","6m미만","구도"
"137","가재울로8길","일반도로","국지도로","소로","6m미만","구도"
"138","가재울미래로","일반도로","국지도로","중로2류","폭15-20m","구도"
"139","가좌로","일반도로","국지도로","소로1류","폭10-12m","구도"
"140","가좌로10길","일반도로","국지도로","소로","6m미만","구도"
"141","가좌로11가길","일반도로","국지도로","소로","6m미만","구도"
"142","가좌로11길","일반도로","국지도로","소로","6m미만","구도"
"143","가좌로11나길","일반도로","국지도로","소로","6m미만","구도"
"144","가좌로12길","일반도로","국지도로","소로","6m미만","구도"
"145","가좌로2길","일반도로","국지도로","소로3류","폭6-8m","구도"
"146","가좌로2안길","일반도로","국지도로","소로","6m미만","구도"
"147","가좌로4길","일반도로","국지도로","소로","6m미만","구도"
"148","가좌로5길","일반도로","국지도로","소로3류","폭6-8m","구도"
"149","가좌로6길","일반도로","국지도로","소로","6m미만","구도"
"150","가좌로7가길","일반도로","국지도로","소로","6m미만","구도"
"151","가좌로7길","일반도로","국지도로","소로3류","폭6-8m","구도"
"152","가좌로7나길","일반도로","국지도로","소로","6m미만","구도"
"153","가좌로7다길","일반도로","국지도로","소로","6m미만","구도"
"154","가좌로7라길","일반도로","국지도로","소로","6m미만","구도"
"155","가좌로9길","일반도로","국지도로","소로","6m미만","구도"
"156","간호대로","일반도로","국지도로","소로2류","폭8-10m","구도"
"157","간호대로1길","일반도로","국지도로","소로3류","폭6-8m","구도"
"158","간호대로2길","일반도로","국지도로","소로3류","폭6-8m","구도"
"159","간호대로3길","일반도로","국지도로","소로","6m미만","구도"
"160","간호대로4길","일반도로","국지도로","소로","6m미만","구도"
"161","갈월~동자동선","일반도로","보조간선도로","중로2류","폭15-20m","특별시도"
"162","갈현~적선선","일반도로","주간선도로","대로2류","폭30-35m","특별시도"
"163","갈현로","일반도로","국지도로","소로2류","폭8-10m","구도"
"164","갈현로1길","일반도로","국지도로","소로3류","폭6-8m","구도"
"165","갈현로11가길","일반도로","국지도로","소로","6m미만","구도"
"166","갈현로11길","일반도로","국지도로","소로","6m미만","구도"
"167","갈현로12길","일반도로","국지도로","소로","6m미만","구도"
"168","갈현로14길","일반도로","국지도로","소로","6m미만","구도"
"169","갈현로15길","일반도로","국지도로","소로3류","폭6-8m","구도"
"170","갈현로16길","일반도로","국지도로","소로","6m미만","구도"
"171","갈현로17가길","일반도로","국지도로","소로","6m미만","구도"
"172","갈현로17길","일반도로","국지도로","소로","6m미만","구도"
"173","갈현로17나길","일반도로","국지도로","소로","6m미만","구도"
"174","갈현로19길","일반도로","국지도로","소로","6m미만","구도"
"175","갈현로2가길","일반도로","국지도로","소로","6m미만","구도"
"176","갈현로2길","일반도로","국지도로","소로","6m미만","구도"
"177","갈현로21길","일반도로","국지도로","소로","6m미만","구도"
"178","갈현로23길","일반도로","국지도로","소로","6m미만","구도"
"179","갈현로25길","일반도로","국지도로","소로","6m미만","구도"
"180","갈현로27길","일반도로","국지도로","소로","6m미만","구도"
"181","갈현로29길","일반도로","국지도로","소로","6m미만","구도"
"182","갈현로3가길","일반도로","국지도로","소로","6m미만","구도"
"183","갈현로3길","일반도로","국지도로","소로","6m미만","구도"
"184","갈현로3나길","일반도로","국지도로","소로","6m미만","구도"
"185","갈현로3다길","일반도로","국지도로","소로","6m미만","구도"
"186","갈현로31길","일반도로","국지도로","소로","6m미만","구도"
"187","갈현로33가길","일반도로","국지도로","소로","6m미만","구도"
"188","갈현로33길","일반도로","국지도로","소로","6m미만","구도"
"189","갈현로35길","일반도로","국지도로","소로","6m미만","구도"
"190","갈현로36길","일반도로","국지도로","소로","6m미만","구도"
"191","갈현로37가길","일반도로","국지도로","소로","6m미만","구도"
"192","갈현로37길","일반도로","국지도로","소로","6m미만","구도"
"193","갈현로39가길","일반도로","국지도로","소로","6m미만","구도"
"194","갈현로39길","일반도로","국지도로","소로","6m미만","구도"
"195","갈현로4길","일반도로","국지도로","소로","6m미만","구도"
"196","갈현로41가길","일반도로","국지도로","소로","6m미만","구도"
"197","갈현로41길","일반도로","국지도로","소로","6m미만","구도"
"198","갈현로41나길","일반도로","국지도로","소로","6m미만","구도"
"199","갈현로41다길","일반도로","국지도로","소로","6m미만","구도"
"200","갈현로43길","일반도로","국지도로","소로","6m미만","구도"
"201","갈현로45가길","일반도로","국지도로","소로","6m미만","구도"
"202","갈현로45길","일반도로","국지도로","소로","6m미만","구도"
"203","갈현로45나길","일반도로","국지도로","소로","6m미만","구도"
"204","갈현로47가길","일반도로","국지도로","소로","6m미만","구도"
"205","갈현로47길","일반도로","국지도로","소로","6m미만","구도"
"206","갈현로5길","일반도로","국지도로","소로","6m미만","구도"
"207","갈현로7가길","일반도로","국지도로","소로","6m미만","구도"
"208","갈현로7길","일반도로","국지도로","소로3류","폭6-8m","구도"
"209","갈현로9길","일반도로","국지도로","소로","6m미만","구도"
"210","감이남로","일반도로","국지도로","소로3류","폭6-8m","구도"
"211","감이천자전거길","일반도로","국지도로","소로","6m미만","구도"
"212","감일남로","일반도로","국지도로","대로2류","폭30-35m","구도"
"213","감일백제로","일반도로","국지도로","소로","6m미만","구도"
"214","감초로","일반도로","국지도로","대로2류","폭30-35m","구도"
"215","강남대로","일반도로","국지도로","대로3류","폭25-30m","구도"
"216","강남대로10길","일반도로","국지도로","소로2류","폭8-10m","구도"
"217","강남대로100길","일반도로","국지도로","소로","6m미만","구도"
"218","강남대로101길","일반도로","국지도로","소로2류","폭8-10m","구도"
"219","강남대로101안길","일반도로","국지도로","소로3류","폭6-8m","구도"
"220","강남대로102길","일반도로","국지도로","소로","6m미만","구도"
"221","강남대로105길","일반도로","국지도로","소로3류","폭6-8m","구도"
"222","강남대로106길","일반도로","국지도로","소로","6m미만","구도"
"223","강남대로107길","일반도로","국지도로","소로3류","폭6-8m","구도"
"224","강남대로109길","일반도로","국지도로","소로3류","폭6-8m","구도"
"225","강남대로110길","일반도로","국지도로","소로","6m미만","구도"
"226","강남대로112길","일반도로","국지도로","소로2류","폭8-10m","구도"
"227","강남대로114길","일반도로","국지도로","소로","6m미만","구도"
"228","강남대로116길","일반도로","국지도로","소로","6m미만","구도"
"229","강남대로118길","일반도로","국지도로","소로2류","폭8-10m","구도"
"230","강남대로12길","일반도로","국지도로","소로3류","폭6-8m","구도"
"231","강남대로120길","일반도로","국지도로","소로","6m미만","구도"
"232","강남대로122길","일반도로","국지도로","소로3류","폭6-8m","구도"
"233","강남대로124길","일반도로","국지도로","소로","6m미만","구도"
"234","강남대로126길","일반도로","국지도로","소로3류","폭6-8m","구도"
"235","강남대로128길","일반도로","국지도로","소로","6m미만","구도"
"236","강남대로130길","일반도로","국지도로","소로3류","폭6-8m","구도"
"237","강남대로132길","일반도로","국지도로","소로","6m미만","구도"
"238","강남대로136길","일반도로","국지도로","소로","6m미만","구도"
"239","강남대로140길","일반도로","국지도로","소로3류","폭6-8m","구도"
"240","강남대로146길","일반도로","국지도로","소로","6m미만","구도"
"241","강남대로150길","일반도로","국지도로","소로3류","폭6-8m","구도"
"242","강남대로152길","일반도로","국지도로","소로2류","폭8-10m","구도"
"243","강남대로154길","일반도로","국지도로","소로","6m미만","구도"
"244","강남대로156길","일반도로","국지도로","소로","6m미만","구도"
"245","강남대로158길","일반도로","국지도로","소로3류","폭6-8m","구도"
"246","강남대로16길","일반도로","국지도로","소로3류","폭6-8m","구도"
"247","강남대로160길","일반도로","국지도로","소로","6m미만","구도"
"248","강남대로162길","일반도로","국지도로","소로","6m미만","구도"
"249","강남대로18길","일반도로","국지도로","소로3류","폭6-8m","구도"
"250","강남대로2길","일반도로","국지도로","소로3류","폭6-8m","구도"
"251","강남대로23길","일반도로","국지도로","소로2류","폭8-10m","구도"
"252","강남대로25길","일반도로","국지도로","소로","6m미만","구도"
"253","강남대로27길","일반도로","국지도로","소로2류","폭8-10m","구도"
"254","강남대로30길","일반도로","국지도로","소로3류","폭6-8m","구도"
"255","강남대로34길","일반도로","국지도로","소로3류","폭6-8m","구도"
"256","강남대로37길","일반도로","국지도로","소로","6m미만","구도"
"257","강남대로39길","일반도로","국지도로","소로","6m미만","구도"
"258","강남대로4길","일반도로","국지도로","소로","6m미만","구도"
"259","강남대로41길","일반도로","국지도로","소로","6m미만","구도"
"260","강남대로42길","일반도로","국지도로","소로3류","폭6-8m","구도"
"261","강남대로43길","일반도로","국지도로","소로","6m미만","구도"
"262","강남대로44길","일반도로","국지도로","소로","6m미만","구도"
"263","강남대로45길","일반도로","국지도로","소로3류","폭6-8m","구도"
"264","강남대로47길","일반도로","국지도로","소로2류","폭8-10m","구도"
"265","강남대로48길","일반도로","국지도로","소로3류","폭6-8m","구도"
"266","강남대로49길","일반도로","국지도로","소로2류","폭8-10m","구도"
"267","강남대로51길","일반도로","국지도로","소로2류","폭8-10m","구도"
"268","강남대로53길","일반도로","국지도로","소로2류","폭8-10m","구도"
"269","강남대로54길","일반도로","국지도로","소로","6m미만","구도"
"270","강남대로55길","일반도로","국지도로","소로3류","폭6-8m","구도"
"271","강남대로58길","일반도로","국지도로","소로2류","폭8-10m","구도"
"272","강남대로6길","일반도로","국지도로","소로3류","폭6-8m","구도"
"273","강남대로61길","일반도로","국지도로","중로1류","폭20-25m","구도"
"274","강남대로62길","일반도로","국지도로","소로3류","폭6-8m","구도"
"275","강남대로65길","일반도로","국지도로","소로","6m미만","구도"
"276","강남대로66길","일반도로","국지도로","소로2류","폭8-10m","구도"
"277","강남대로69길","일반도로","국지도로","소로1류","폭10-12m","구도"
"278","강남대로78길","일반도로","국지도로","소로3류","폭6-8m","구도"
"279","강남대로79길","일반도로","국지도로","소로3류","폭6-8m","구도"
"280","강남대로8길","일반도로","국지도로","소로2류","폭8-10m","구도"
"281","강남대로83길","일반도로","국지도로","소로2류","폭8-10m","구도"
"282","강남대로84길","일반도로","국지도로","소로3류","폭6-8m","구도"
"283","강남대로85길","일반도로","국지도로","소로3류","폭6-8m","구도"
"284","강남대로89길","일반도로","국지도로","소로3류","폭6-8m","구도"
"285","강남대로91길","일반도로","국지도로","소로2류","폭8-10m","구도"
"286","강남대로92길","일반도로","국지도로","소로3류","폭6-8m","구도"
"287","강남대로93길","일반도로","국지도로","소로3류","폭6-8m","구도"
"288","강남대로94길","일반도로","국지도로","소로","6m미만","구도"
"289","강남대로95길","일반도로","국지도로","소로3류","폭6-8m","구도"
"290","강남대로96길","일반도로","국지도로","소로","6m미만","구도"
"291","강남대로97길","일반도로","국지도로","소로3류","폭6-8m","구도"
"292","강남대로98길","일반도로","국지도로","소로","6m미만","구도"
"293","강남대로99길","일반도로","국지도로","소로3류","폭6-8m","구도"
"294","강남순환로","자동차전용도로","도시고속도로","대로3류","폭25-30m","특별시도"
"295","강남순환로","일반도로","국지도로","대로2류","폭30-35m","구도"
"296","강남초등2길","일반도로","국지도로","소로3류","폭6-8m","구도"
"297","강남초등4길","일반도로","국지도로","소로","6m미만","구도"
"298","강남초등6길","일반도로","국지도로","소로3류","폭6-8m","구도"
"299","강남초등8길","일반도로","국지도로","소로3류","폭6-8m","구도"
"300","강남초등길","일반도로","국지도로","소로3류","폭6-8m","구도"
"301","강동대로","일반도로","국지도로","대로1류","폭35-40m","구도"
"302","강동대로2길","일반도로","국지도로","소로2류","폭8-10m","구도"
"303","강동대로3길","일반도로","국지도로","소로","6m미만","구도"
"304","강동대로5길","일반도로","국지도로","소로","6m미만","구도"
"305","강동대로51길","일반도로","국지도로","소로","6m미만","구도"
"306","강동대로53길","일반도로","국지도로","소로2류","폭8-10m","구도"
"307","강동대로55길","일반도로","국지도로","소로","6m미만","구도"
"308","강동대로7길","일반도로","국지도로","소로","6m미만","구도"
"309","강동대로9길","일반도로","국지도로","소로2류","폭8-10m","구도"
"310","강뱐북로","일반도로","국지도로","소로","6m미만","구도"
"311","강변북로","자동차전용도로","도시고속도로","중로1류","폭20-25m","특별시도"
"312","강변북로","일반도로","국지도로","대로3류","폭25-30m","구도"
"313","강변역로","일반도로","국지도로","대로1류","폭35-40m","구도"
"314","강변역로2길","일반도로","국지도로","소로","6m미만","구도"
"315","강변역로4길","일반도로","국지도로","대로3류","폭25-30m","구도"
"316","강서로","일반도로","국지도로","중로2류","폭15-20m","구도"
"317","강서로10길","일반도로","국지도로","소로","6m미만","구도"
"318","강서로12길","일반도로","국지도로","소로","6m미만","구도"
"319","강서로13길","일반도로","국지도로","소로","6m미만","구도"
"320","강서로15길","일반도로","국지도로","소로","6m미만","구도"
"321","강서로16길","일반도로","국지도로","소로","6m미만","구도"
"322","강서로17가길","일반도로","국지도로","소로","6m미만","구도"
"323","강서로17길","일반도로","국지도로","소로3류","폭6-8m","구도"
"324","강서로17나길","일반도로","국지도로","소로","6m미만","구도"
"325","강서로17다길","일반도로","국지도로","소로","6m미만","구도"
"326","강서로17라길","일반도로","국지도로","소로","6m미만","구도"
"327","강서로18가길","일반도로","국지도로","소로","6m미만","구도"
"328","강서로18길","일반도로","국지도로","소로3류","폭6-8m","구도"
"329","강서로18나길","일반도로","국지도로","소로","6m미만","구도"
"330","강서로18다길","일반도로","국지도로","소로3류","폭6-8m","구도"
"331","강서로18라길","일반도로","국지도로","소로","6m미만","구도"
"332","강서로18마길","일반도로","국지도로","소로","6m미만","구도"
"333","강서로18바길","일반도로","국지도로","소로","6m미만","구도"
"334","강서로18아길","일반도로","국지도로","소로3류","폭6-8m","구도"
"335","강서로19길","일반도로","국지도로","소로","6m미만","구도"
"336","강서로20길","일반도로","국지도로","소로3류","폭6-8m","구도"
"337","강서로23길","일반도로","국지도로","소로","6m미만","구도"
"338","강서로24길","일반도로","국지도로","소로","6m미만","구도"
"339","강서로26길","일반도로","국지도로","소로","6m미만","구도"
"340","강서로27길","일반도로","국지도로","소로","6m미만","구도"
"341","강서로29길","일반도로","국지도로","소로3류","폭6-8m","구도"
"342","강서로31길","일반도로","국지도로","소로","6m미만","구도"
"343","강서로33가길","일반도로","국지도로","소로","6m미만","구도"
"344","강서로33길","일반도로","국지도로","소로","6m미만","구도"
"345","강서로34길","일반도로","국지도로","소로","6m미만","구도"
"346","강서로35길","일반도로","국지도로","소로","6m미만","구도"
"347","강서로36길","일반도로","국지도로","소로","6m미만","구도"
"348","강서로37길","일반도로","국지도로","소로","6m미만","구도"
"349","강서로39길","일반도로","국지도로","소로","6m미만","구도"
"350","강서로41길","일반도로","국지도로","소로","6m미만","구도"
"351","강서로43길","일반도로","국지도로","소로","6m미만","구도"
"352","강서로45가길","일반도로","국지도로","소로","6m미만","구도"
"353","강서로45길","일반도로","국지도로","소로3류","폭6-8m","구도"
"354","강서로45나길","일반도로","국지도로","소로","6m미만","구도"
"355","강서로45다길","일반도로","국지도로","소로","6m미만","구도"
"356","강서로45라길","일반도로","국지도로","소로","6m미만","구도"
"357","강서로46길","일반도로","국지도로","소로","6m미만","구도"
"358","강서로47가길","일반도로","국지도로","소로3류","폭6-8m","구도"
"359","강서로47길","일반도로","국지도로","소로3류","폭6-8m","구도"
"360","강서로47나길","일반도로","국지도로","소로2류","폭8-10m","구도"
"361","강서로47다길","일반도로","국지도로","소로","6m미만","구도"
"362","강서로47라길","일반도로","국지도로","소로","6m미만","구도"
"363","강서로47마길","일반도로","국지도로","소로","6m미만","구도"
"364","강서로47바길","일반도로","국지도로","소로3류","폭6-8m","구도"
"365","강서로48길","일반도로","국지도로","소로","6m미만","구도"
"366","강서로5가길","일반도로","국지도로","소로","6m미만","구도"
"367","강서로5길","일반도로","국지도로","소로1류","폭10-12m","구도"
"368","강서로5나길","일반도로","국지도로","소로1류","폭10-12m","구도"
"369","강서로5다길","일반도로","국지도로","소로","6m미만","구도"
"370","강서로5라길","일반도로","국지도로","소로2류","폭8-10m","구도"
"371","강서로50길","일반도로","국지도로","소로3류","폭6-8m","구도"
"372","강서로52길","일반도로","국지도로","소로3류","폭6-8m","구도"
"373","강서로54길","일반도로","국지도로","소로3류","폭6-8m","구도"
"374","강서로56가길","일반도로","국지도로","소로2류","폭8-10m","구도"
"375","강서로56길","일반도로","국지도로","중로2류","폭15-20m","구도"
"376","강서로56나길","일반도로","국지도로","소로2류","폭8-10m","구도"
"377","강서로62길","일반도로","국지도로","소로1류","폭10-12m","구도"
"378","강서로68길","일반도로","국지도로","소로1류","폭10-12m","구도"
"379","강서로7길","일반도로","국지도로","소로","6m미만","구도"
"380","강서로74길","일반도로","국지도로","소로","6m미만","구도"
"381","강서로76길","일반도로","국지도로","소로","6m미만","구도"
"382","강서로8길","일반도로","국지도로","소로","6m미만","구도"
"383","강서로80길","일반도로","국지도로","소로2류","폭8-10m","구도"
"384","개봉로","일반도로","국지도로","소로1류","폭10-12m","구도"
"385","개봉로1가길","일반도로","국지도로","소로","6m미만","구도"
"386","개봉로1길","일반도로","국지도로","소로","6m미만","구도"
"387","개봉로1나길","일반도로","국지도로","소로3류","폭6-8m","구도"
"388","개봉로1다길","일반도로","국지도로","소로","6m미만","구도"
"389","개봉로1라길","일반도로","국지도로","소로","6m미만","구도"
"390","개봉로10길","일반도로","국지도로","소로","6m미만","구도"
"391","개봉로11가길","일반도로","국지도로","소로","6m미만","구도"
"392","개봉로11길","일반도로","국지도로","소로","6m미만","구도"
"393","개봉로11나길","일반도로","국지도로","소로","6m미만","구도"
"394","개봉로12길","일반도로","국지도로","중로1류","폭20-25m","구도"
"395","개봉로14길","일반도로","국지도로","소로","6m미만","구도"
"396","개봉로15길","일반도로","국지도로","소로","6m미만","구도"
"397","개봉로16가길","일반도로","국지도로","소로","6m미만","구도"
"398","개봉로16길","일반도로","국지도로","소로","6m미만","구도"
"399","개봉로17가길","일반도로","국지도로","소로3류","폭6-8m","구도"
"400","개봉로17길","일반도로","국지도로","소로","6m미만","구도"
"401","개봉로17나길","일반도로","국지도로","소로","6m미만","구도"
"402","개봉로17다길","일반도로","국지도로","소로","6m미만","구도"
"403","개봉로17라길","일반도로","국지도로","소로3류","폭6-8m","구도"
"404","개봉로17마길","일반도로","국지도로","소로3류","폭6-8m","구도"
"405","개봉로17바길","일반도로","국지도로","소로3류","폭6-8m","구도"
"406","개봉로17아길","일반도로","국지도로","소로3류","폭6-8m","구도"
"407","개봉로18길","일반도로","국지도로","소로","6m미만","구도"
"408","개봉로19길","일반도로","국지도로","소로2류","폭8-10m","구도"
"409","개봉로2길","일반도로","국지도로","소로3류","폭6-8m","구도"
"410","개봉로20길","일반도로","국지도로","소로3류","폭6-8m","구도"
"411","개봉로23가길","일반도로","국지도로","소로1류","폭10-12m","구도"
"412","개봉로23길","일반도로","국지도로","소로3류","폭6-8m","구도"
"413","개봉로24길","일반도로","국지도로","소로","6m미만","구도"
"414","개봉로3가길","일반도로","국지도로","소로","6m미만","구도"
